"","city","year","month","volume","median","listings","inventory","date","salesBin"
"3374","Lubbock",2011,10,29121723,114500,1726,7.5,2011.75,"Medium"
"3375","Lubbock",2011,11,25517273,123500,1655,7.2,2011.83333333333,"Medium"
"3376","Lubbock",2011,12,32436160,118600,1531,6.6,2011.91666666667,"Medium"
"3377","Lubbock",2012,2,29288490,115900,1565,6.6,2012.08333333333,"Medium"
"3378","Lubbock",2012,3,38008497,120900,1562,6.5,2012.16666666667,"Medium"
"3379","Lubbock",2012,4,39482775,113500,1621,6.6,2012.25,"Medium"
"3380","Lubbock",2012,6,57557518,125800,1670,6.5,2012.41666666667,"Medium"
"3381","Lubbock",2012,7,45342778,121800,1637,6.4,2012.5,"Medium"
"3382","Lubbock",2012,8,53633940,119600,1662,6.3,2012.58333333333,"Medium"
"3383","Lubbock",2012,9,38566793,122600,1590,6.1,2012.66666666667,"Medium"
"3384","Lubbock",2012,10,39607330,123900,1468,5.5,2012.75,"Medium"
"3385","Lubbock",2012,11,38797374,123300,1400,5.1,2012.83333333333,"Medium"
"3386","Lubbock",2012,12,41940836,124600,1237,4.5,2012.91666666667,"Medium"
"3387","Lubbock",2013,1,32328477,119500,1231,4.3,2013,"Medium"
"3388","Lubbock",2013,2,41288203,124200,1206,4.2,2013.08333333333,"Medium"
"3389","Lubbock",2013,4,52351004,120000,1115,3.7,2013.25,"Medium"
"3390","Lubbock",2013,5,65309195,128900,1150,3.7,2013.33333333333,"Medium"
"3391","Lubbock",2013,8,59334674,130700,1224,3.8,2013.58333333333,"Medium"
"3392","Lubbock",2013,9,51199812,132300,1242,3.8,2013.66666666667,"Medium"
"3393","Lubbock",2013,10,45278594,130000,1265,3.8,2013.75,"Medium"
"3394","Lubbock",2014,1,33705478,124300,774,2.3,2014,"Medium"
"3395","Lubbock",2014,2,33139748,127600,1043,3.1,2014.08333333333,"Medium"
"3396","Lubbock",2014,3,43066279,133900,1105,3.4,2014.16666666667,"Medium"
"3397","Lubbock",2014,4,57937483,133500,1014,3.1,2014.25,"Medium"
"3398","Lubbock",2014,5,58397155,133400,1020,3.2,2014.33333333333,"Medium"
"3399","Lubbock",2014,7,65793023,137300,1120,3.6,2014.5,"Medium"
"3400","Lubbock",2014,8,60154521,143300,1042,3.3,2014.58333333333,"Medium"
"3401","Lubbock",2014,9,47888622,140000,959,3.1,2014.66666666667,"Medium"
"3402","Lubbock",2014,10,50480764,136800,1096,3.5,2014.75,"Medium"
"3403","Lubbock",2014,11,42076889,132000,1121,3.6,2014.83333333333,"Medium"
"3404","Lubbock",2014,12,44863266,133600,1039,3.3,2014.91666666667,"Medium"
"3405","Lubbock",2015,1,32389876,132400,979,3.1,2015,"Medium"
"3406","Lubbock",2015,2,38055770,130600,1046,3.4,2015.08333333333,"Medium"
"3407","Lubbock",2015,3,59268168,139100,1011,3.1,2015.16666666667,"Medium"
"3408","Lubbock",2015,4,59454618,137000,979,3,2015.25,"Medium"
"3409","Lubbock",2015,5,72716209,140500,1010,3.1,2015.33333333333,"Medium"
"3410","Lubbock",2015,6,72529370,141400,1047,3.2,2015.41666666667,"Medium"
"3411","Lubbock",2015,7,73236112,141400,1160,3.5,2015.5,"Medium"
"3412","Lufkin",2000,2,3030000,75000,343,7.7,2000.08333333333,"Low"
"3413","Lufkin",2000,5,4135000,75000,352,7.9,2000.33333333333,"Low"
"3414","Lufkin",2000,6,4695000,75000,354,8.1,2000.41666666667,"Low"
"3415","Lufkin",2000,7,3200000,86700,362,8.6,2000.5,"Low"
"3416","Lufkin",2000,8,2815000,66700,362,9,2000.58333333333,"Low"
"3417","Lufkin",2000,9,5420000,67900,350,8.5,2000.66666666667,"Low"
"3418","Lufkin",2000,11,4025000,105000,341,8,2000.83333333333,"Low"
"3419","Lufkin",2000,12,3105000,82500,349,8.3,2000.91666666667,"Low"
"3420","Lufkin",2001,1,2175000,80000,349,8.4,2001,"Low"
"3421","Lufkin",2001,2,3405000,87500,404,9.8,2001.08333333333,"Low"
"3422","Lufkin",2001,3,4965000,85000,397,9.5,2001.16666666667,"Low"
"3423","Lufkin",2001,5,5245000,85000,448,10.7,2001.33333333333,"Low"
"3424","Lufkin",2001,6,6840000,87000,429,10.1,2001.41666666667,"Low"
"3425","Lufkin",2001,8,3710000,75800,417,9.4,2001.58333333333,"Low"
"3426","Lufkin",2002,7,7085000,81200,370,7.3,2002.5,"Low"
"3427","Lufkin",2003,7,5655000,85000,711,12.7,2003.5,"Low"
"3428","Lufkin",2003,12,4500000,81000,780,14.4,2003.91666666667,"Low"
"3429","Lufkin",2004,1,3775000,81700,764,14.3,2004,"Low"
"3430","Lufkin",2004,2,4995000,86700,795,14.5,2004.08333333333,"Low"
"3431","Lufkin",2004,7,5735000,78300,828,14.9,2004.5,"Low"
"3432","Lufkin",2005,1,5450000,106700,720,11.9,2005,"Low"
"3433","Lufkin",2010,5,7028800,121000,387,8.4,2010.33333333333,"Low"
"3434","Lufkin",2010,6,7630850,120000,398,8.6,2010.41666666667,"Low"
"3435","Lufkin",2010,7,6904075,140000,421,9.3,2010.5,"Low"
"3436","Lufkin",2010,9,4700950,124000,409,9.3,2010.66666666667,"Low"
"3437","Lufkin",2010,10,4387325,105000,387,9,2010.75,"Low"
"3438","Lufkin",2010,11,7184710,143300,395,9.2,2010.83333333333,"Low"
"3439","Lufkin",2010,12,4734140,82500,384,9,2010.91666666667,"Low"
"3440","Lufkin",2011,2,3459500,110000,392,9.3,2011.08333333333,"Low"
"3441","Lufkin",2011,3,5656700,125000,392,9.5,2011.16666666667,"Low"
"3442","Lufkin",2011,5,6136791,102000,420,10.4,2011.33333333333,"Low"
"3443","Lufkin",2011,8,7586567,110000,399,9.4,2011.58333333333,"Low"
"3444","Lufkin",2011,9,7603400,108900,409,9.2,2011.66666666667,"Low"
"3445","Lufkin",2011,10,4628850,91700,400,9,2011.75,"Low"
"3446","Lufkin",2011,11,3381900,89000,399,9.2,2011.83333333333,"Low"
"3447","Lufkin",2011,12,3667400,112500,374,8.9,2011.91666666667,"Low"
"3448","Lufkin",2012,1,4078800,124000,386,9.1,2012,"Low"
"3449","Lufkin",2012,2,4138205,1e+05,415,9.7,2012.08333333333,"Low"
"3450","Lufkin",2012,3,7664455,106700,415,9.5,2012.16666666667,"Low"
"3451","Lufkin",2012,4,5723176,118300,418,9.5,2012.25,"Low"
"3452","Lufkin",2012,5,7421650,136200,418,9.5,2012.33333333333,"Low"
"3453","Lufkin",2012,7,5726800,123000,448,10.2,2012.5,"Low"
"3454","Lufkin",2012,8,8309429,148300,442,10.1,2012.58333333333,"Low"
"3455","Lufkin",2012,9,7531450,127500,449,10.4,2012.66666666667,"Low"
"3456","Lufkin",2012,10,4955499,124000,417,9.6,2012.75,"Low"
"3457","Lufkin",2012,11,4479779,136700,414,9.5,2012.83333333333,"Low"
"3458","Lufkin",2012,12,5723090,125000,407,9.1,2012.91666666667,"Low"
"3459","Lufkin",2013,1,4758595,111700,401,8.8,2013,"Low"
"3460","Lufkin",2013,3,7100065,145000,416,9.3,2013.16666666667,"Low"
"3461","Lufkin",2013,4,11580743,141200,404,8.5,2013.25,"Low"
"3462","Lufkin",2013,5,8684877,120000,416,8.7,2013.33333333333,"Low"
"3463","Lufkin",2013,7,9586284,140000,435,9,2013.5,"Low"
"3464","Lufkin",2013,9,5829950,110000,439,9.4,2013.66666666667,"Low"
"3465","Lufkin",2013,10,6279000,133300,450,9.6,2013.75,"Low"
"3466","Lufkin",2013,11,4940075,116700,443,9.3,2013.83333333333,"Low"
"3467","Lufkin",2013,12,8747800,126700,413,8.6,2013.91666666667,"Low"
"3468","Lufkin",2014,2,4293900,90000,441,9.2,2014.08333333333,"Low"
"3469","Lufkin",2014,4,9628726,130000,99,2.1,2014.25,"Low"
"3470","Lufkin",2014,5,7450710,118000,491,10.4,2014.33333333333,"Low"
"3471","Lufkin",2014,6,10458222,152500,491,10.1,2014.41666666667,"Low"
"3472","Lufkin",2014,8,8897550,150000,489,10,2014.58333333333,"Low"
"3473","Lufkin",2014,9,8832160,134500,483,9.6,2014.66666666667,"Low"
"3474","Lufkin",2014,10,9318700,145700,454,8.7,2014.75,"Low"
"3475","Lufkin",2014,11,7142800,125000,453,8.5,2014.83333333333,"Low"
"3476","Lufkin",2014,12,9810300,161400,410,7.7,2014.91666666667,"Low"
"3477","Lufkin",2015,1,6865950,134000,404,7.6,2015,"Low"
"3478","Lufkin",2015,2,5157977,110000,387,7.2,2015.08333333333,"Low"
"3479","Lufkin",2015,3,8001585,134300,400,7.4,2015.16666666667,"Low"
"3480","Lufkin",2015,4,10364386,155000,413,7.6,2015.25,"Low"
"3481","Lufkin",2015,5,7211936,140000,408,7.6,2015.33333333333,"Low"
"3482","Lufkin",2015,6,12051050,160000,408,7.5,2015.41666666667,"Low"
"3483","McAllen",2000,1,5590000,69400,1303,14.1,2000,"Low"
"3484","McAllen",2000,2,8925000,73200,1295,13.7,2000.08333333333,"Medium"
"3485","McAllen",2000,4,6860000,80000,1267,14,2000.25,"Low"
"3486","McAllen",2000,5,12335000,78100,1288,13.6,2000.33333333333,"Medium"
"3487","McAllen",2000,6,12570000,82000,186,1.9,2000.41666666667,"Medium"
"3488","McAllen",2000,8,10855000,77700,542,5.5,2000.58333333333,"Medium"
"3489","McAllen",2000,9,10710000,85000,528,5.4,2000.66666666667,"Medium"
"3490","McAllen",2000,11,9520000,84600,2437,24.6,2000.83333333333,"Low"
"3491","McAllen",2002,8,19720000,89300,1263,9.6,2002.58333333333,"Medium"
"3492","McAllen",2002,9,13370000,87900,1300,9.8,2002.66666666667,"Medium"
"3493","McAllen",2002,12,16195000,90000,1267,9.4,2002.91666666667,"Medium"
"3494","McAllen",2003,4,14650000,86800,1326,9.7,2003.25,"Medium"
"3495","McAllen",2004,2,16465000,88900,1535,10.2,2004.08333333333,"Medium"
"3496","McAllen",2004,5,20355000,102500,1622,10.1,2004.33333333333,"Medium"
"3497","McAllen",2007,12,24115000,106300,2573,13.5,2007.91666666667,"Medium"
"3498","McAllen",2008,1,22365000,1e+05,2769,14.4,2008,"Medium"
"3499","McAllen",2008,2,24345000,97300,2759,14.1,2008.08333333333,"Medium"
"3500","McAllen",2008,3,18510000,89100,2793,14.7,2008.16666666667,"Medium"
"3501","McAllen",2008,5,28620000,100400,2852,15.2,2008.33333333333,"Medium"
"3502","McAllen",2008,6,20220000,105500,2823,15,2008.41666666667,"Medium"
"3503","McAllen",2008,8,29115000,106500,2764,14.8,2008.58333333333,"Medium"
"3504","McAllen",2008,9,25015000,117100,2737,14.7,2008.66666666667,"Medium"
"3505","McAllen",2008,10,26060000,108600,2631,14.1,2008.75,"Medium"
"3506","McAllen",2008,11,13200000,101100,2584,14.3,2008.83333333333,"Medium"
"3507","McAllen",2009,1,13785000,91200,2304,13.2,2009,"Medium"
"3508","McAllen",2009,2,15640000,90400,2230,13.2,2009.08333333333,"Medium"
"3509","McAllen",2009,3,21420000,94700,2182,12.8,2009.16666666667,"Medium"
"3510","McAllen",2009,4,20335000,89700,2085,12.3,2009.25,"Medium"
"3511","McAllen",2009,5,19285000,96800,2078,12.7,2009.33333333333,"Medium"
"3512","McAllen",2009,6,23480000,110000,2176,13.1,2009.41666666667,"Medium"
"3513","McAllen",2009,7,21330000,108700,2272,13.6,2009.5,"Medium"
"3514","McAllen",2009,8,16355000,104800,2230,13.9,2009.58333333333,"Medium"
"3515","McAllen",2009,9,22405000,104100,2231,13.9,2009.66666666667,"Medium"
"3516","McAllen",2009,10,23678472,101500,2188,13.6,2009.75,"Medium"
"3517","McAllen",2009,12,19747456,100500,2053,12.6,2009.91666666667,"Medium"
"3518","McAllen",2010,1,15292975,93800,2217,13.5,2010,"Medium"
"3519","McAllen",2010,3,29166400,93800,2011,11.8,2010.16666666667,"Medium"
"3520","McAllen",2010,5,22875778,104300,2556,14.4,2010.33333333333,"Medium"
"3521","McAllen",2010,7,20658636,122800,2185,12.5,2010.5,"Medium"
"3522","McAllen",2010,9,15629850,102300,2146,12.7,2010.66666666667,"Medium"
"3523","McAllen",2010,10,17708221,97000,2142,12.9,2010.75,"Medium"
"3524","McAllen",2010,11,19906886,106000,2315,13.9,2010.83333333333,"Medium"
"3525","McAllen",2010,12,17958669,98100,2230,13.5,2010.91666666667,"Medium"
"3526","McAllen",2011,1,13833552,1e+05,2233,13.6,2011,"Medium"
"3527","McAllen",2011,2,14175787,108200,2232,13.8,2011.08333333333,"Medium"
"3528","McAllen",2011,3,22222756,98800,2218,14.3,2011.16666666667,"Medium"
"3529","McAllen",2011,4,26904957,96000,2218,14.5,2011.25,"Medium"
"3530","McAllen",2011,6,16781167,104100,2249,15.3,2011.41666666667,"Medium"
"3531","McAllen",2011,7,15510210,109100,2244,15.5,2011.5,"Medium"
"3532","McAllen",2011,9,17495267,96900,2244,14.9,2011.66666666667,"Medium"
"3533","McAllen",2011,10,16376469,103600,2278,15.3,2011.75,"Medium"
"3534","McAllen",2011,11,18735990,115300,2265,15.3,2011.83333333333,"Medium"
"3535","McAllen",2011,12,13997048,98800,2088,14.4,2011.91666666667,"Medium"
"3536","McAllen",2012,1,11010270,104300,2171,15.2,2012,"Medium"
"3537","McAllen",2012,2,13198331,93100,2242,15.6,2012.08333333333,"Medium"
"3538","McAllen",2012,5,25805990,97600,2191,15.3,2012.33333333333,"Medium"
"3539","McAllen",2012,6,20799585,112100,2126,14.6,2012.41666666667,"Medium"
"3540","McAllen",2012,7,24403777,105200,2154,14.3,2012.5,"Medium"
"3541","McAllen",2012,8,19722903,98200,2153,14.5,2012.58333333333,"Medium"
"3542","McAllen",2012,9,19555541,108200,2165,14.6,2012.66666666667,"Medium"
"3543","McAllen",2012,10,25228949,100600,2193,14.2,2012.75,"Medium"
"3544","McAllen",2013,1,16082491,110000,2147,13.6,2013,"Medium"
"3545","McAllen",2013,2,18045861,107100,2147,13.3,2013.08333333333,"Medium"
"3546","McAllen",2013,4,19990778,109300,2218,13.7,2013.25,"Medium"
"3547","McAllen",2013,5,25314299,112800,2247,14.1,2013.33333333333,"Medium"
"3548","McAllen",2013,6,27724189,115800,2225,13.7,2013.41666666667,"Medium"
"3549","McAllen",2013,8,19584061,115000,2247,13.9,2013.58333333333,"Medium"
"3550","McAllen",2013,9,22353425,114400,2204,13.6,2013.66666666667,"Medium"
"3551","McAllen",2013,11,18503135,115700,2308,14.2,2013.83333333333,"Medium"
"3552","McAllen",2013,12,16139062,110600,2136,13.3,2013.91666666667,"Medium"
"3553","McAllen",2014,1,14227423,99500,2248,14.1,2014,"Medium"
"3554","McAllen",2014,2,15647395,106200,2218,14,2014.08333333333,"Medium"
"3555","McAllen",2014,3,26125290,119400,2198,13.7,2014.16666666667,"Medium"
"3556","McAllen",2014,5,22425845,113600,2270,13.9,2014.33333333333,"Medium"
"3557","McAllen",2014,7,27854369,128000,2297,13.8,2014.5,"Medium"
"3558","McAllen",2014,10,24712328,122000,2254,13.4,2014.75,"Medium"
"3559","McAllen",2014,11,19694164,113800,2206,13.1,2014.83333333333,"Medium"
"3560","McAllen",2015,2,14125311,111400,2149,12.1,2015.08333333333,"Medium"
"3561","McAllen",2015,3,21855944,118000,2175,12.4,2015.16666666667,"Medium"
"3562","McAllen",2015,4,23057144,125800,2199,12.8,2015.25,"Medium"
"3563","McAllen",2015,6,21855944,118000,2175,12.8,2015.41666666667,"Medium"
"3564","McAllen",2015,7,31962432,128700,2304,13.4,2015.5,"Medium"
"3565","Midland",2006,11,22035000,137000,259,1.6,2006.83333333333,"Medium"
"3566","Midland",2006,12,18180000,141800,231,1.4,2006.91666666667,"Medium"
"3567","Midland",2007,1,18560000,150600,242,1.6,2007,"Medium"
"3568","Midland",2007,2,20760000,135600,249,1.6,2007.08333333333,"Medium"
"3569","Midland",2007,3,27370000,148600,246,1.6,2007.16666666667,"Medium"
"3570","Midland",2007,4,25265000,151100,235,1.5,2007.25,"Medium"
"3571","Midland",2007,6,36145000,171500,254,1.7,2007.41666666667,"Medium"
"3572","Midland",2007,7,33890000,156900,263,1.7,2007.5,"Medium"
"3573","Midland",2007,8,34525000,167500,279,1.8,2007.58333333333,"Medium"
"3574","Midland",2007,9,29030000,167900,287,1.9,2007.66666666667,"Medium"
"3575","Midland",2007,10,27130000,167600,301,2,2007.75,"Medium"
"3576","Midland",2007,11,24105000,152500,332,2.2,2007.83333333333,"Medium"
"3577","Midland",2007,12,23610000,186000,346,2.3,2007.91666666667,"Medium"
"3578","Midland",2008,1,20470000,165600,352,2.3,2008,"Medium"
"3579","Midland",2008,3,33680000,177300,286,1.9,2008.16666666667,"Medium"
"3580","Midland",2008,4,33845000,162400,264,1.7,2008.25,"Medium"
"3581","Midland",2008,5,33340000,164500,297,1.9,2008.33333333333,"Medium"
"3582","Midland",2008,6,33035000,179500,332,2.1,2008.41666666667,"Medium"
"3583","Midland",2008,9,25740000,180500,414,2.7,2008.66666666667,"Medium"
"3584","Midland",2008,10,24690000,170000,493,3.2,2008.75,"Medium"
"3585","Midland",2008,11,14025000,166300,522,3.5,2008.83333333333,"Low"
"3586","Midland",2008,12,19160000,175000,558,3.8,2008.91666666667,"Medium"
"3587","Midland",2009,1,11910000,166700,565,3.9,2009,"Low"
"3588","Midland",2009,2,18555000,170000,544,3.9,2009.08333333333,"Medium"
"3589","Midland",2009,3,22490000,169400,555,4.1,2009.16666666667,"Medium"
"3590","Midland",2009,4,24235000,174400,534,4.1,2009.25,"Medium"
"3591","Midland",2009,5,26465000,176800,553,4.4,2009.33333333333,"Medium"
"3592","Midland",2009,6,35085000,191800,538,4.3,2009.41666666667,"Medium"
"3593","Midland",2009,7,30320000,167300,544,4.4,2009.5,"Medium"
"3594","Midland",2009,8,28060000,168500,548,4.5,2009.58333333333,"Medium"
"3595","Midland",2009,9,23465000,164800,553,4.6,2009.66666666667,"Medium"
"3596","Midland",2009,10,23029931,165500,557,4.7,2009.75,"Medium"
"3597","Midland",2009,11,19335000,161700,541,4.4,2009.83333333333,"Medium"
"3598","Midland",2009,12,18181850,168900,522,4.3,2009.91666666667,"Low"
"3599","Midland",2010,2,19880017,175400,0,0,2010.08333333333,"Medium"
"3600","Midland",2010,4,28927746,162800,699,5.5,2010.25,"Medium"
"3601","Midland",2010,5,30114297,171800,495,3.8,2010.33333333333,"Medium"
"3602","Midland",2010,7,27920612,192000,841,6.5,2010.5,"Medium"
"3603","Midland",2010,8,24686787,174700,825,6.5,2010.58333333333,"Medium"
"3604","Midland",2010,9,24570307,189100,798,6.3,2010.66666666667,"Medium"
"3605","Midland",2010,10,20583435,170600,778,6.2,2010.75,"Medium"
"3606","Midland",2010,11,22186144,180000,719,5.8,2010.83333333333,"Low"
"3607","Midland",2010,12,24236433,185000,651,5.2,2010.91666666667,"Medium"
"3608","Midland",2011,2,25450885,178800,642,5,2011.08333333333,"Medium"
"3609","Midland",2011,3,32104870,186900,628,4.9,2011.16666666667,"Medium"
"3610","Midland",2011,4,27171896,148500,633,4.9,2011.25,"Medium"
"3611","Midland",2011,5,39994139,194500,599,4.6,2011.33333333333,"Medium"
"3612","Midland",2011,6,33763761,186700,624,4.8,2011.41666666667,"Medium"
"3613","Midland",2011,7,34013830,190000,666,5.1,2011.5,"Medium"
"3614","Midland",2011,8,43273705,196200,696,5.1,2011.58333333333,"Medium"
"3615","Midland",2011,11,25590986,202100,560,3.9,2011.83333333333,"Medium"
"3616","Midland",2012,1,26196608,203900,433,3,2012,"Medium"
"3617","Midland",2012,2,35654751,185700,386,2.6,2012.08333333333,"Medium"
"3618","Midland",2012,4,32161066,201900,380,2.6,2012.25,"Medium"
"3619","Midland",2012,5,44467837,231600,456,3.1,2012.33333333333,"Medium"
"3620","Midland",2012,6,39643093,206700,514,3.4,2012.41666666667,"Medium"
"3621","Midland",2012,7,44817998,190500,571,3.7,2012.5,"Medium"
"3622","Midland",2012,8,43966422,218900,593,3.9,2012.58333333333,"Medium"
"3623","Midland",2012,9,37413224,201000,551,3.6,2012.66666666667,"Medium"
"3624","Midland",2012,10,40899914,222400,539,3.5,2012.75,"Medium"
"3625","Midland",2012,11,35574373,212500,503,3.2,2012.83333333333,"Medium"
"3626","Midland",2013,1,24026375,216200,451,2.9,2013,"Medium"
"3627","Midland",2013,2,31973317,226000,349,2.2,2013.08333333333,"Medium"
"3628","Midland",2013,3,43974843,177100,327,2,2013.16666666667,"Medium"
"3629","Midland",2013,4,38268470,211500,348,2.2,2013.25,"Medium"
"3630","Midland",2013,5,39551293,230600,379,2.4,2013.33333333333,"Medium"
"3631","Midland",2013,6,45595923,229700,392,2.4,2013.41666666667,"Medium"
"3632","Midland",2013,7,48389349,231400,434,2.7,2013.5,"Medium"
"3633","Midland",2013,8,48096185,246800,505,3.2,2013.58333333333,"Medium"
"3634","Midland",2013,9,45521787,244000,487,3.1,2013.66666666667,"Medium"
"3635","Midland",2013,10,39922788,225800,514,3.3,2013.75,"Medium"
"3636","Midland",2013,11,34984981,235200,541,3.4,2013.83333333333,"Medium"
"3637","Midland",2014,1,34234377,251500,533,3.4,2014,"Medium"
"3638","Midland",2014,2,33468574,233300,493,3.1,2014.08333333333,"Medium"
"3639","Midland",2014,3,45865307,230800,274,1.8,2014.16666666667,"Medium"
"3640","Midland",2014,4,44435674,227000,546,3.6,2014.25,"Medium"
"3641","Midland",2014,5,45524484,240400,550,3.6,2014.33333333333,"Medium"
"3642","Midland",2014,6,70836346,283100,550,3.5,2014.41666666667,"Medium"
"3643","Midland",2014,7,58670179,247900,542,3.4,2014.5,"Medium"
"3644","Midland",2014,8,54336773,249200,590,3.7,2014.58333333333,"Medium"
"3645","Midland",2014,9,49865725,246800,587,3.6,2014.66666666667,"Medium"
"3646","Midland",2014,11,47034982,250000,629,3.8,2014.83333333333,"Medium"
"3647","Midland",2014,12,44922948,237500,653,3.8,2014.91666666667,"Medium"
"3648","Midland",2015,3,36197585,235700,853,5.3,2015.16666666667,"Medium"
"3649","Midland",2015,5,55855836,244200,434,2.7,2015.33333333333,"Medium"
"3650","Midland",2015,6,63667557,257700,797,4.9,2015.41666666667,"Medium"
"3651","Montgomery County",2000,2,51582288,135500,2148,6,2000.08333333333,"Medium"
"3652","Montgomery County",2000,3,64497180,120700,2251,6.2,2000.16666666667,"Medium"
"3653","Montgomery County",2000,5,70040083,131900,2447,6.6,2000.33333333333,"Medium"
"3654","Montgomery County",2000,7,84625173,147200,2561,6.8,2000.5,"Medium"
"3655","Montgomery County",2000,8,76996741,135200,2538,6.8,2000.58333333333,"Medium"
"3656","Montgomery County",2000,9,55851169,132300,2528,6.7,2000.66666666667,"Medium"
"3657","Montgomery County",2000,10,50656134,128800,2502,6.7,2000.75,"Medium"
"3658","Montgomery County",2000,11,48150044,125000,2429,6.5,2000.83333333333,"Medium"
"3659","Montgomery County",2001,1,36908197,128600,2498,6.7,2001,"Medium"
"3660","Montgomery County",2001,2,41458347,127000,2582,7,2001.08333333333,"Medium"
"3661","Montgomery County",2001,3,55728773,126000,2788,7.6,2001.16666666667,"Medium"
"3662","Montgomery County",2001,4,70683241,139500,2851,7.8,2001.25,"Medium"
"3663","Montgomery County",2001,7,86092885,138100,2930,7.9,2001.5,"Medium"
"3664","Montgomery County",2001,10,52891134,128400,2825,7.6,2001.75,"Medium"
"3665","Montgomery County",2001,11,54289248,137600,2751,7.4,2001.83333333333,"Medium"
"3666","Montgomery County",2001,12,69600436,141200,2580,6.8,2001.91666666667,"Medium"
"3667","Montgomery County",2002,1,43545301,131900,2725,7.1,2002,"Medium"
"3668","Montgomery County",2002,2,50489522,141200,2874,7.5,2002.08333333333,"Medium"
"3669","Montgomery County",2002,3,67134214,138700,2967,7.7,2002.16666666667,"Medium"
"3670","Montgomery County",2002,4,80417126,139100,3084,7.9,2002.25,"Medium"
"3671","Montgomery County",2002,5,92387158,141300,3158,8,2002.33333333333,"Medium"
"3672","Montgomery County",2002,6,84662993,146700,3347,8.5,2002.41666666667,"Medium"
"3673","Montgomery County",2002,7,94850613,141600,3376,8.5,2002.5,"Medium"
"3674","Montgomery County",2002,8,91372576,137400,3429,8.7,2002.58333333333,"Medium"
"3675","Montgomery County",2002,10,74236993,135300,3401,8.3,2002.75,"Medium"
"3676","Montgomery County",2002,11,53267782,138700,3386,8.3,2002.83333333333,"Medium"
"3677","Montgomery County",2002,12,66136351,140000,3268,8.1,2002.91666666667,"Medium"
"3678","Montgomery County",2003,1,47016745,131300,3353,8.2,2003,"Medium"
"3679","Montgomery County",2003,2,56971638,143300,3502,8.6,2003.08333333333,"Medium"
"3680","Montgomery County",2003,3,68063298,142600,3570,8.7,2003.16666666667,"Medium"
"3681","Montgomery County",2003,4,72675560,143300,3659,8.9,2003.25,"Medium"
"3682","Montgomery County",2003,6,117200968,157500,3689,8.6,2003.41666666667,"High"
"3683","Montgomery County",2003,7,119139036,153000,3777,8.7,2003.5,"High"
"3684","Montgomery County",2003,8,108498489,148600,3732,8.4,2003.58333333333,"High"
"3685","Montgomery County",2003,9,75895198,135600,3751,8.4,2003.66666666667,"Medium"
"3686","Montgomery County",2003,10,83394580,133000,3734,8.2,2003.75,"Medium"
"3687","Montgomery County",2003,11,67982207,133700,3683,8,2003.83333333333,"Medium"
"3688","Montgomery County",2003,12,87137740,140600,3385,7.2,2003.91666666667,"Medium"
"3689","Montgomery County",2004,1,52690257,122400,3536,7.5,2004,"Medium"
"3690","Montgomery County",2004,2,69920372,139800,3631,7.6,2004.08333333333,"Medium"
"3691","Montgomery County",2004,3,98999102,137200,3754,7.6,2004.16666666667,"High"
"3692","Montgomery County",2004,4,91836156,144400,3968,7.9,2004.25,"Medium"
"3693","Montgomery County",2004,5,99738401,141400,3973,7.9,2004.33333333333,"High"
"3694","Montgomery County",2004,6,144367298,158100,3915,7.7,2004.41666666667,"High"
"3695","Montgomery County",2004,7,130170496,155500,3909,7.6,2004.5,"High"
"3696","Montgomery County",2004,8,107470422,145500,3877,7.5,2004.58333333333,"High"
"3697","Montgomery County",2004,9,100246831,138100,3900,7.5,2004.66666666667,"High"
"3698","Montgomery County",2004,10,89373196,135500,3855,7.4,2004.75,"Medium"
"3699","Montgomery County",2004,11,83696216,141500,3758,7.2,2004.83333333333,"Medium"
"3700","Montgomery County",2005,1,62704265,138400,3670,6.9,2005,"Medium"
"3701","Montgomery County",2005,2,88685543,147100,3717,6.9,2005.08333333333,"Medium"
"3702","Montgomery County",2005,3,106793343,152800,3814,7.2,2005.16666666667,"High"
"3703","Montgomery County",2005,4,126591910,160400,3935,7.3,2005.25,"High"
"3704","Montgomery County",2005,5,150914377,162600,3968,7.2,2005.33333333333,"High"
"3705","Montgomery County",2005,6,181376147,166700,3929,7,2005.41666666667,"High"
"3706","Montgomery County",2005,7,169081619,159400,3829,6.7,2005.5,"High"
"3707","Montgomery County",2005,8,170055538,161100,3794,6.4,2005.58333333333,"High"
"3708","Montgomery County",2005,9,120527450,160000,3642,6.1,2005.66666666667,"High"
"3709","Montgomery County",2005,10,112710918,152300,3564,5.9,2005.75,"High"
"3710","Montgomery County",2005,11,117376173,154200,3410,5.5,2005.83333333333,"High"
"3711","Montgomery County",2005,12,135828646,159800,3248,5.2,2005.91666666667,"High"
"3712","Montgomery County",2006,1,85321950,152800,3345,5.3,2006,"Medium"
"3713","Montgomery County",2006,2,102693248,155200,3354,5.3,2006.08333333333,"Medium"
"3714","Montgomery County",2006,3,163539331,156700,3418,5.3,2006.16666666667,"High"
"3715","Montgomery County",2006,5,192246723,172400,3611,5.4,2006.33333333333,"High"
"3716","Montgomery County",2006,6,222757002,171300,3652,5.4,2006.41666666667,"High"
"3717","Montgomery County",2006,7,190664538,171600,3698,5.4,2006.5,"High"
"3718","Montgomery County",2006,8,176422601,164900,3638,5.3,2006.58333333333,"High"
"3719","Montgomery County",2006,9,153754192,162600,3589,5.2,2006.66666666667,"High"
